objectid,wd17cd,wd17nm,wd17nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
115,E05000140,Kilburn, ,525799,183940,-0.18741,51.54035187,685154.60098521,5060.70369965536
116,E05000141,King's Cross, ,530349,182567,-0.12235,51.52698135,611353.48373194,3459.4562570853
117,E05000142,Regent's Park, ,528987,182932,-0.14184,51.53057098,1349553.67260615,5813.18648111279
118,E05000143,St Pancras and Somers Town, ,529714,183428,-0.13118,51.5348587,1398922.92078194,5458.31680684727
119,E05000144,Swiss Cottage, ,526951,184105,-0.17075001,51.54156876,1256732.03650518,6964.99656263074
120,E05000145,West Hampstead, ,525653,184819,-0.1892,51.54827881,887295.47916113,5285.52207099819
121,E05000146,Addiscombe, ,533593,166444,-0.0817,51.38132858,1588079.30758805,5324.146565511
122,E05000147,Ashburton, ,535349,166837,-0.05633,51.38444138,2711713.64969744,9217.78067392573
123,E05000148,Bensham Manor, ,531864,168045,-0.10593,51.39611816,1441459.33192898,5760.68268314729
124,E05000149,Broad Green, ,531302,166254,-0.11467,51.38014984,2661952.90696963,9224.69869331134
125,E05000150,Coulsdon East, ,531011,157841,-0.12194,51.30461121,7743611.0076449,14489.4901663936
126,E05000151,Coulsdon West, ,529713,159972,-0.13978,51.32405853,4991428.28223121,14899.9519566041
127,E05000152,Croham, ,533237,163581,-0.08788,51.35567856,3527080.73190187,10725.9672332144
128,E05000153,Fairfield, ,533352,165430,-0.08554,51.37226868,3772228.38902909,10896.8316188517
129,E05000154,Fieldway, ,538114,163487,-0.01792,51.35366821,1486484.97508756,5634.6087035867
130,E05000155,Heathfield, ,536611,163434,-0.03951,51.3535614,8713467.17910781,20339.2801478327
131,E05000156,Kenley, ,532074,159424,-0.10612,51.3185997,6455950.67524887,13748.058331698
132,E05000157,New Addington, ,538527,162101,-0.01253,51.34112167,2417072.41070118,9328.71495112151
133,E05000158,Norbury, ,530911,169616,-0.11905,51.41046143,2518189.43713756,8321.67371816702
134,E05000159,Purley, ,530154,161730,-0.13281,51.33975983,4175168.8932738,14275.0765254828
135,E05000160,Sanderstead, ,533929,160814,-0.07899,51.33065033,6345977.40884949,13705.0985682415
136,E05000161,Selhurst, ,532966,167445,-0.09033,51.3904686,2273027.34147618,6794.05894786136
137,E05000162,Selsdon and Ballards, ,535290,162268,-0.05892,51.34339905,6398348.96951646,15777.4432647272
138,E05000163,Shirley, ,536489,166163,-0.04022,51.37810898,2805411.65546772,12151.2336124643
139,E05000164,South Norwood, ,533870,168952,-0.07678,51.40380096,2378171.33453968,8851.60734109304
140,E05000165,Thornton Heath, ,532495,168827,-0.09658,51.40299988,1681080.12288171,5995.66285671582
141,E05000166,Upper Norwood, ,532433,170257,-0.09693,51.41587067,2623288.77177121,9375.1483402115
142,E05000167,Waddon, ,531605,164129,-0.1111,51.36098862,3647573.66502099,10494.1077834229
143,E05000168,West Thornton, ,530971,167755,-0.11887,51.39371872,1971153.42434431,6817.71055113271
144,E05000169,Woodside, ,534625,167779,-0.06637,51.39308167,2166520.24007179,7590.15200172675
145,E05000170,Acton Central, ,519997,181039,-0.27202001,51.51554108,1774620.79610751,7593.34993040147
146,E05000171,Cleveland, ,516520,182148,-0.32174,51.52622986,2228551.71907096,9263.5861541894
147,E05000172,Dormers Wells, ,513742,181092,-0.36210999,51.51729965,2257268.42909257,8389.64767977215
148,E05000173,Ealing Broadway, ,517288,181128,-0.31101999,51.51689911,1856766.58111928,6749.55984983481
149,E05000174,Ealing Common, ,518521,180272,-0.29354,51.50894928,2141051.12208499,6868.08471290948
150,E05000175,East Acton, ,520511,182112,-0.26425001,51.52507019,4275908.00587946,13413.1751138704
151,E05000176,Elthorne, ,515828,179675,-0.33252999,51.50415039,1999654.12125596,7509.57806815315
152,E05000177,Greenford Broadway, ,513416,182660,-0.36629999,51.53145981,2516686.78879064,11074.3337152972
153,E05000178,Greenford Green, ,514686,183987,-0.34757,51.54312897,3384774.03697912,11806.63104393
154,E05000179,Hanger Hill, ,518434,182120,-0.29416999,51.52558136,3277212.00910406,10745.0310757469
155,E05000180,Hobbayne, ,515236,181403,-0.34049001,51.51979828,2209361.36717685,6742.30263629208
156,E05000181,Lady Margaret, ,513205,181637,-0.36967,51.52230835,1541810.54432679,6887.84280174115
157,E05000182,Northfield, ,516945,179087,-0.31663001,51.49863052,1540106.24819477,7458.64272188853
158,E05000183,North Greenford, ,516073,184839,-0.32730001,51.55051041,3257410.77177928,10430.0475310723
159,E05000184,Northolt Mandeville, ,512751,184565,-0.37527999,51.54872131,2756668.20446474,8315.77513330037
160,E05000185,Northolt West End, ,511303,183433,-0.39651,51.5388298,3545385.44636989,9917.98784761703
161,E05000186,Norwood Green, ,513779,179256,-0.36217001,51.50080109,3796155.61873978,10650.9700670868
162,E05000187,Perivale, ,516484,183227,-0.32190001,51.53593063,3367721.68943271,11529.1468384321
163,E05000188,South Acton, ,519732,179922,-0.27621999,51.50555038,1719217.7170468,6550.20199822086
164,E05000189,Southall Broadway, ,512575,180254,-0.37919,51.51000977,1617193.67119699,7250.02156567141
165,E05000190,Southall Green, ,511761,179168,-0.39126,51.50040817,1586170.95756433,5962.14101865829
166,E05000191,Southfield, ,520691,179377,-0.26258999,51.50045013,1428683.39951197,5416.10733956255
167,E05000192,Walpole, ,516957,179928,-0.31617999,51.50619125,1465968.29414639,5413.17927039185
168,E05000193,Bowes, ,531483,192089,-0.10245,51.6122818,1483361.94277543,9299.44668446198
169,E05000194,Bush Hill Park, ,532941,194687,-0.08042,51.63528824,2524494.43671187,9538.82986905079
170,E05000195,Chase, ,531422,199207,-0.10066,51.6762619,16935422.8087408,23737.7980349966
171,E05000196,Cockfosters, ,527997,197445,-0.15081,51.66122055,10412778.0215085,19915.8902106562
172,E05000197,Edmonton Green, ,535043,192950,-0.05074,51.61917877,3126443.98932615,9900.48131841022
173,E05000198,Enfield Highway, ,536383,197335,-0.02969,51.65826035,4636589.23512038,10053.8226675143
174,E05000199,Enfield Lock, ,536635,198893,-0.02544,51.67219925,3252250.65546062,8336.78196978018
175,E05000200,Grange, ,532157,195682,-0.09137,51.64440918,3285151.60270818,9203.9643416251
176,E05000201,Haselbury, ,533440,193357,-0.07372,51.62321854,1796006.42760671,7059.37676146957
177,E05000202,Highlands, ,530904,197284,-0.10887,51.65909958,5088027.99594339,11847.3432401341
178,E05000203,Jubilee, ,535608,194766,-0.04188,51.63536072,3928316.95687549,11275.018642171
179,E05000204,Lower Edmonton, ,535464,193776,-0.04434,51.62649918,2182477.77730163,8720.12651807957
180,E05000205,Palmers Green, ,531835,192895,-0.09707,51.61943817,1942130.5087935,6837.72941819295
181,E05000206,Ponders End, ,536187,195789,-0.03312,51.64440918,3542952.0046381,9391.99654847292
182,E05000207,Southbury, ,534114,196542,-0.06277,51.65167999,2867063.32878576,8880.46653298441
183,E05000208,Southgate, ,529928,194448,-0.12402,51.63383865,2687233.0659786,9428.97592738285
184,E05000209,Southgate Green, ,529878,192851,-0.12534,51.61949921,2613528.27264972,8252.80354310165
185,E05000210,Town, ,532992,197449,-0.07864,51.66009903,2231376.20763511,7284.45609220541
186,E05000211,Turkey Street, ,535274,198954,-0.04508,51.67308044,2261502.09525939,6897.05484276516
187,E05000212,Upper Edmonton, ,534193,192015,-0.06337,51.61098099,2642407.55172946,10144.546099367
188,E05000213,Winchmore Hill, ,531301,193979,-0.10437,51.62931061,2760675.80673198,9125.71573748853
189,E05000214,Abbey Wood, ,546816,178669,0.113238,51.48791122,2657215.4581578,7875.33976831233
190,E05000215,Blackheath Westcombe, ,540049,177455,0.015356,51.47872162,2138138.01892178,8710.42877023648
191,E05000216,Charlton, ,541457,177891,0.035792,51.48228836,2031218.58864858,7602.32263320412
192,E05000217,Coldharbour and New Eltham, ,543436,172428,0.062059,51.43270111,2549309.30458596,7458.39987018714
193,E05000218,Eltham North, ,543431,175383,0.063184,51.4592514,2555149.71638644,8722.27927940637
194,E05000219,Eltham South, ,543742,174021,0.067105,51.44694138,4626432.05096249,10888.8646040234
195,E05000220,Eltham West, ,541497,175377,0.035362,51.45969009,2425643.31225517,7865.7094624261
196,E05000221,Glyndon, ,544655,178804,0.08219,51.48968124,1547772.37679678,6959.74859511921
197,E05000222,Greenwich West, ,538594,177146,-0.0057,51.47629929,2528050.15750444,10629.4339470059
198,E05000223,Kidbrooke with Hornfair, ,541854,176630,0.041,51.47085953,2374533.45694192,7499.04367671176
199,E05000224,Middle Park and Sutcliffe, ,541117,173988,0.029343,51.44729996,3291448.90572255,11982.0613673423
200,E05000225,Peninsula, ,540033,179031,0.015751,51.4928894,3419381.04631783,9919.84575433199
201,E05000226,Plumstead, ,545924,178299,0.100247,51.48482132,2341893.10703936,9046.99561692039
202,E05000227,Shooters Hill, ,544200,176748,0.074802,51.47132111,3770697.29753329,9599.14479820633
203,E05000228,Thamesmead Moorings, ,545998,180063,0.102041,51.5006485,3918926.97467464,8746.39811289773
204,E05000229,Woolwich Common, ,543528,177730,0.065532,51.48031998,2620376.79030742,8323.43826445875
205,E05000230,Woolwich Riverside, ,542297,178809,0.048251,51.49032974,2537891.60774498,9277.83136288864
206,E05000250,Addison, ,523640,179464,-0.2201,51.50059891,554823.056570545,4062.97435066656
207,E05000251,Askew, ,522018,179714,-0.24337,51.50320053,762495.12875643,5011.63727537116
208,E05000252,Avonmore and Brook Green, ,524042,178845,-0.21453001,51.49494934,896603.475090465,5461.91655423806
209,E05000253,College Park and Old Oak, ,522459,181963,-0.23624,51.52331161,3436568.75432019,9016.05466260217
210,E05000254,Fulham Broadway, ,525088,177577,-0.19992,51.48331833,667962.894859695,3717.06256323316
211,E05000255,Fulham Reach, ,523772,177856,-0.21876,51.48611832,822703.786415905,4696.04160971967
212,E05000256,Hammersmith Broadway, ,523240,178633,-0.22615001,51.49322128,1048195.70346211,5577.07569281914
213,E05000257,Munster, ,524335,176914,-0.21099,51.47753143,624271.143487565,3852.62788348559
214,E05000258,North End, ,524704,178057,-0.20528001,51.48772049,635162.813594315,3578.41564724176
215,E05000259,Palace Riverside, ,523893,176497,-0.2175,51.47388077,1137615.5029004,6789.85309729769
216,E05000260,Parsons Green and Walham, ,525321,176534,-0.19693001,51.4738884,895840.174394535,5920.82504030912
217,E05000261,Ravenscourt Park, ,522145,178873,-0.24183001,51.49560928,1152146.88741076,6300.4904171548
218,E05000262,Sands End, ,525802,176110,-0.19016001,51.46997833,1142124.07889363,5923.70671651258
219,E05000263,Shepherd's Bush Green, ,523240,180112,-0.22563,51.50651169,1068169.4749562,5421.06351979532
220,E05000264,Town, ,524862,176732,-0.20347001,51.47576904,651313.682206315,3997.47267582061
221,E05000265,Wormholt and White City, ,522339,180556,-0.23845001,51.51068878,901620.55083497,4240.79923857635
222,E05000266,Alexandra, ,529523,190387,-0.13136999,51.59743881,2613866.50834633,7989.27968682793
223,E05000267,Bounds Green, ,530243,191163,-0.12069,51.60425186,1386202.37342754,6037.04787659726
224,E05000268,Bruce Grove, ,533305,190094,-0.07691,51.59392929,936577.425046185,4605.45875701476
225,E05000269,Crouch End, ,529666,188263,-0.13009,51.57831955,1440391.50744532,6483.84067324596
226,E05000270,Fortis Green, ,528059,189699,-0.15275,51.59159088,1990719.75021254,10075.5765874211
227,E05000271,Harringay, ,531449,188211,-0.1044,51.57743835,1566077.75273809,7027.72170375039
228,E05000272,Highgate, ,528141,188258,-0.15209,51.57862854,2494853.37971142,9762.11552305539
229,E05000273,Hornsey, ,530433,189213,-0.11868,51.58668137,1053926.1776552,5340.46216565747
230,E05000274,Muswell Hill, ,529197,189172,-0.13652,51.58660126,1653253.19382166,7776.36155226073
231,E05000275,Noel Park, ,531193,190038,-0.10741,51.59392166,1225624.31766895,5053.39638734701
232,E05000276,Northumberland Park, ,534515,191132,-0.05906,51.60297012,1888031.09040985,8323.46238221745
233,E05000277,St Ann's, ,532437,188747,-0.08994,51.58203125,1093801.44342409,5396.89368566554
234,E05000278,Seven Sisters, ,533558,188427,-0.0739,51.57889175,1294641.31469198,6935.65166262059
235,E05000279,Stroud Green, ,530914,188013,-0.11218,51.57579041,1093737.91227249,5312.58415291917
236,E05000280,Tottenham Green, ,533648,189087,-0.07235,51.58480072,1359647.49622203,5602.29532165268
237,E05000281,Tottenham Hale, ,534521,189778,-0.05949,51.59080124,1911890.85552283,7446.62017521261
238,E05000282,West Green, ,532322,189860,-0.09118,51.59206009,1399139.35676646,5315.28202013058
239,E05000283,White Hart Lane, ,532755,191140,-0.08445,51.6034584,1698838.31128051,6208.76041861576
240,E05000284,Woodside, ,531516,190985,-0.10239,51.60234833,1497164.28909841,6023.76788648846
241,E05000285,Belmont, ,516977,190886,-0.31224999,51.60467148,1777018.02679288,7789.95508997274
242,E05000286,Canons, ,517364,193105,-0.30592,51.62453079,5626366.96608328,12841.0971275882
243,E05000287,Edgware, ,519250,190753,-0.27948999,51.60300064,1403186.07985119,5722.29064591601
244,E05000288,Greenhill, ,515788,188408,-0.33023,51.5826416,1744878.04690308,7346.85039539276
245,E05000289,Harrow on the Hill, ,515118,186510,-0.34051999,51.5657196,3572093.16255704,9647.08586966018
246,E05000290,Harrow Weald, ,514533,191919,-0.34718999,51.61445999,4589699.39199603,11854.4603250619
247,E05000291,Hatch End, ,512921,191417,-0.37062001,51.61027145,3278671.02091564,9829.80397104368
248,E05000292,Headstone North, ,513617,190017,-0.36103001,51.59754944,3296329.88616526,10519.0314016229
249,E05000293,Headstone South, ,514234,188930,-0.35247999,51.5876503,1467625.36092457,6269.58546639895
250,E05000294,Kenton East, ,518376,189314,-0.29258999,51.59024811,1279285.88752042,5885.7410982165
251,E05000295,Kenton West, ,516718,189385,-0.31648999,51.59122849,1764589.33424303,6947.82016147185
252,E05000296,Marlborough, ,515460,189535,-0.33458999,51.59283829,1646606.92539775,7757.8170756826
253,E05000297,Pinner, ,511546,190587,-0.39074001,51.60308075,3277404.31593063,10717.5987097712
254,E05000298,Pinner South, ,511946,188424,-0.38565001,51.58356094,2345612.82176329,8273.77259705524
255,E05000299,Queensbury, ,518098,190294,-0.29627001,51.59910965,1613618.96187115,8488.69448321444
256,E05000300,Rayners Lane, ,512676,187662,-0.37537,51.5765686,1529741.21734541,7057.83210835409
257,E05000301,Roxbourne, ,513439,186514,-0.36473,51.56610107,1505752.98520638,7146.93398198652
258,E05000302,Roxeth, ,513565,185739,-0.36316001,51.55910873,1574931.13033338,6420.29852348624
259,E05000303,Stanmore Park, ,516121,192156,-0.32418999,51.61626053,4459267.20216145,10694.9176806639
260,E05000304,Wealdstone, ,515202,190225,-0.33809,51.59909058,1195977.60900423,5728.75039519199
261,E05000305,West Harrow, ,514018,187733,-0.35598001,51.57693863,1514650.85145797,6581.07366669948
262,E05000306,Brooklands, ,550276,188279,0.16713101,51.573349,4202620.67563208,10966.407220149
263,E05000307,Cranham, ,557231,188611,0.26755899,51.57444,6555071.54663042,14168.7397896025
264,E05000308,Elm Park, ,552366,185008,0.195851,51.54339981,3665335.30961211,10727.151532006
265,E05000309,Emerson Park, ,554963,188650,0.234874,51.57542038,4642409.15163547,14016.3930710778
266,E05000310,Gooshays, ,554454,193213,0.229541,51.61655045,7758960.28675298,15759.1007485263
267,E05000311,Hacton, ,553932,185873,0.218793,51.55075073,2465418.47165352,8153.30498175557
268,E05000312,Harold Wood, ,555514,190681,0.243717,51.59350967,7589720.18348495,16402.7005704149
269,E05000313,Havering Park, ,550821,192588,0.17684101,51.6119194,9783261.2144383,15576.6303737088
270,E05000314,Heaton, ,552987,191694,0.207707,51.60330963,3415655.65345296,11227.4485202236
271,E05000315,Hylands, ,552410,187242,0.19745199,51.5634613,2897746.69607666,7707.54517013937
272,E05000316,Mawneys, ,549815,190223,0.161313,51.59093857,3042642.78588636,9272.0969813304
273,E05000317,Pettits, ,551723,190487,0.188949,51.59280014,3954581.89300875,10645.0735537446
274,E05000318,Rainham and Wennington, ,553466,181382,0.210124,51.51052856,15337281.8431046,19848.9473723997
275,E05000319,Romford Town, ,551678,188724,0.187538,51.57698059,2864699.97654348,10468.0013869986
276,E05000320,St Andrew's, ,554297,186889,0.224499,51.55978012,2677112.42827812,8825.65321863703
277,E05000321,South Hornchurch, ,551263,182642,0.17894299,51.52244186,6308363.79946461,12905.2251954861
278,E05000322,Squirrel's Heath, ,553615,189464,0.215792,51.58309937,2651478.13490041,9100.11188122138
279,E05000323,Upminster, ,557943,185012,0.27621001,51.54190826,22537295.0369742,26134.219610191
280,E05000324,Barnhill, ,510497,181987,-0.40858001,51.52598953,2118238.24884733,6752.63969417484
281,E05000325,Botwell, ,509045,180623,-0.42991999,51.51401138,4362796.63227584,11202.6483856546
282,E05000326,Brunel, ,507000,182115,-0.45892999,51.52782059,3276876.44623995,11190.4417346572
283,E05000327,Cavendish, ,511186,186761,-0.39714,51.56877136,2011443.54627036,6530.19544970091
284,E05000328,Charville, ,509253,182706,-0.42627999,51.53269958,2974322.9505864,7958.58591613712
285,E05000329,Eastcote and East Ruislip, ,510109,188450,-0.41215,51.58415985,4063447.91312196,11697.3843875926
286,E05000330,Harefield, ,506012,189747,-0.47086999,51.59659958,15227013.9261521,20686.2860057517
287,E05000331,Heathrow Villages, ,507064,176573,-0.45969,51.4779892,23521183.6392839,22319.3443657249
288,E05000332,Hillingdon East, ,508299,183518,-0.43978,51.54018021,3598132.30776453,10606.1257476118
289,E05000333,Ickenham, ,506720,186158,-0.46173999,51.56420898,6204432.49692375,11710.065674788
290,E05000334,Manor, ,509924,186852,-0.41532001,51.56983185,1974135.96797821,6581.26315025215
291,E05000335,Northwood, ,508323,190763,-0.43720001,51.60528946,7397927.35350477,13547.0702155387
292,E05000336,Northwood Hills, ,510181,190309,-0.41053,51.60084915,3328540.41550641,10723.5758177502
293,E05000337,Pinkwell, ,508737,178976,-0.43487,51.49927139,2748308.7583435,7591.29532117962
294,E05000338,South Ruislip, ,510647,185281,-0.40538001,51.5555687,7417900.76736202,16496.9437207116
295,E05000339,Townfield, ,510502,180133,-0.40909001,51.50933075,3498309.41945932,8521.46337291258
296,E05000340,Uxbridge North, ,506411,184210,-0.46678001,51.54676056,4641165.86751382,9899.22063497905
297,E05000341,Uxbridge South, ,505228,182845,-0.48424,51.53470993,3114475.35215516,10070.5428754852
298,E05000342,West Drayton, ,505843,179232,-0.47646999,51.50212097,3490747.22112952,10276.0166813583
299,E05000343,West Ruislip, ,508460,187549,-0.43621999,51.57638168,4387403.74617083,13083.563120451
300,E05000344,Yeading, ,511898,181627,-0.38850999,51.52248001,2321226.87044631,6589.91928795096
301,E05000345,Yiewsley, ,506757,180915,-0.46279001,51.5170784,4022509.15164901,10676.657606497
302,E05000346,Bedfont, ,508369,173749,-0.44176999,51.45235825,4448395.44115521,12323.7296899545
303,E05000347,Brentford, ,518290,178487,-0.29747,51.49296188,3150912.66367293,11830.4527212051
304,E05000348,Chiswick Homefields, ,521142,176822,-0.25698,51.47739029,2036402.67433931,10019.3157680141
305,E05000349,Chiswick Riverside, ,520109,177306,-0.27168,51.4819603,1924224.66914851,6782.89834726285
306,E05000350,Cranford, ,510891,176182,-0.40472001,51.47373962,2726268.34717075,9489.19106231882
307,E05000351,Feltham North, ,510654,174417,-0.40869001,51.45792007,3384549.50679957,8823.29047586
308,E05000352,Feltham West, ,509176,172401,-0.43057001,51.44009018,3181053.92490672,9478.70082737013
309,E05000353,Hanworth, ,511816,171122,-0.39300999,51.42808151,3232601.32881405,12206.8638865274
310,E05000354,Hanworth Park, ,511026,172421,-0.40395999,51.43991089,3661212.05058166,8462.59731757575
311,E05000355,Heston Central, ,512435,176640,-0.38236001,51.47755051,1684781.34913715,7201.46937349136
312,E05000356,Heston East, ,513221,177430,-0.37079,51.48448944,2059105.3126224,12338.3581698545
313,E05000357,Heston West, ,511443,177593,-0.39633,51.48630905,3826591.12183833,8449.54923704568
314,E05000358,Hounslow Central, ,514227,175818,-0.35683,51.46979904,1733933.7371747,5735.03072156321
315,E05000359,Hounslow Heath, ,512321,174536,-0.38466999,51.45866013,2781817.64426185,7642.69197925013
316,E05000360,Hounslow South, ,514848,175341,-0.34805,51.46538925,1790104.3795457,7041.66005837105
317,E05000361,Hounslow West, ,512567,175570,-0.38080001,51.46791077,1620144.84791652,6490.0771230244
318,E05000362,Isleworth, ,516094,175250,-0.33015001,51.46432114,1966565.84561685,9007.35891762825
319,E05000363,Osterley and Spring Grove, ,515208,177597,-0.34213001,51.48559189,6277861.99378529,12280.1818822667
320,E05000364,Syon, ,517093,177049,-0.31518,51.48028183,2721874.61915645,10366.1053664076
321,E05000365,Turnham Green, ,519675,178753,-0.27744001,51.49505997,1769512.03919484,7222.00023867262
322,E05000366,Barnsbury, ,531071,183811,-0.11149,51.53799057,830100.906540045,4345.28641446487
323,E05000367,Bunhill, ,532281,182438,-0.09456,51.52537155,1082624.96929084,6479.4970586303
324,E05000368,Caledonian, ,530558,183901,-0.11884,51.53892136,1136134.42154296,5271.38376459671
325,E05000369,Canonbury, ,532445,184332,-0.09149,51.54235077,807226.121415465,3837.82635942625
326,E05000370,Clerkenwell, ,531202,182644,-0.11003,51.52746964,932630.60415054,5294.31899880586
327,E05000371,Finsbury Park, ,530812,186416,-0.11425,51.56145859,916268.01400192,4688.7881885814
328,E05000372,Highbury East, ,531832,185104,-0.10003,51.54943085,1008083.7714396,5335.46590086314
329,E05000373,Highbury West, ,531299,185856,-0.10744,51.55630875,1082546.21089842,4899.25175796562
330,E05000374,Hillrise, ,529640,187394,-0.13079,51.57051849,824700.883164095,4484.21108595579
331,E05000375,Holloway, ,530486,185379,-0.11933,51.55221939,1008703.53363503,4398.69292032887
332,E05000376,Junction, ,529423,186419,-0.13427,51.56180954,1027498.06818349,4861.56904478364
333,E05000377,Mildmay, ,532770,185225,-0.08647,51.5503006,826793.89737799,4477.21336174531
334,E05000378,St George's, ,529755,185733,-0.12974,51.5555687,845832.340224515,4362.50542192568
335,E05000379,St Mary's, ,531543,184121,-0.10457,51.54066849,868305.689736465,5253.89241992
336,E05000380,St Peter's, ,532044,183547,-0.09756,51.53538895,810520.30132952,4269.09810036399
337,E05000381,Tollington, ,530411,187047,-0.1198,51.56721878,848681.58886012,4583.64987053295
338,E05000400,Alexandra, ,520047,166637,-0.27618,51.38608932,2685017.45685821,7364.83124772948
339,E05000401,Berrylands, ,518942,167293,-0.29183999,51.3922081,1453888.79225726,5874.87245066107
340,E05000402,Beverley, ,521766,168663,-0.25080001,51.40393066,1878205.16831149,8032.7635734757
341,E05000403,Canbury, ,518594,170117,-0.29589,51.4176712,1242408.6509739,5450.21617870799
342,E05000404,Chessington North and Hook, ,517881,164742,-0.30792001,51.36951065,1929800.46348895,7364.13660511363
343,E05000405,Chessington South, ,517928,162408,-0.30802,51.34851837,7551783.36339859,13255.6189183592
344,E05000406,Coombe Hill, ,520621,170839,-0.26651001,51.42372894,4421681.90796113,11300.0049098718
345,E05000407,Coombe Vale, ,520476,169259,-0.26912999,51.40956116,1647117.68849746,5304.60680039364
346,E05000408,Grove, ,518272,168633,-0.30102,51.40439987,1920348.05513834,8234.55164197724
347,E05000409,Norbiton, ,519406,168947,-0.28461999,51.40697861,1347126.02463915,5310.6842837395
348,E05000410,Old Malden, ,521537,166612,-0.25479001,51.38554001,1800151.23692855,7275.93709845172
349,E05000411,St James, ,521383,167395,-0.25674,51.39260864,2165862.73080844,7719.75762253674
350,E05000412,St Mark's, ,517845,167545,-0.30750999,51.39471054,1375761.42177699,6927.47076226566
351,E05000413,Surbiton Hill, ,518376,166571,-0.30021,51.38584137,1664833.78646941,6067.52214307347
352,E05000414,Tolworth and Hook Rise, ,519013,165300,-0.29148,51.37429047,2594671.37975419,8081.1540382189
353,E05000415,Tudor, ,518256,170806,-0.30052,51.42393112,1582522.43040675,7946.71317655336
354,E05000416,Bishop's, ,531037,179672,-0.11351,51.50080109,1237003.73116428,5268.02348845099
355,E05000417,Brixton Hill, ,530487,174260,-0.12343,51.45228958,1131230.75746469,5531.91748332921
356,E05000418,Clapham Common, ,529420,174624,-0.13864,51.45581055,1338555.52417287,4805.53332358219
357,E05000419,Clapham Town, ,529177,175721,-0.14173999,51.46572113,1118924.94640578,4851.12741244017
358,E05000420,Coldharbour, ,531478,175651,-0.10866,51.46456146,1208060.53810388,4854.9016485611
359,E05000421,Ferndale, ,530864,175676,-0.11748,51.46493149,850729.614075875,5336.30207093796
360,E05000422,Gipsy Hill, ,532816,171711,-0.09089,51.42884064,1570643.86947393,6063.46047177653
361,E05000423,Herne Hill, ,531951,175062,-0.10207,51.45915985,2030396.34219851,8474.18731232951
362,E05000424,Knight's Hill, ,531666,171709,-0.10742,51.42908859,1471654.08444329,5740.27043258371
363,E05000425,Larkhall, ,530066,176160,-0.12879001,51.46945953,1061255.91072942,5297.40195043761
364,E05000426,Oval, ,530879,177660,-0.11653,51.48276138,1241766.42870329,6320.0219681851
365,E05000427,Prince's, ,531058,178476,-0.11365,51.49005127,1062774.42366126,5484.06948376917
366,E05000428,St Leonard's, ,529945,171692,-0.13217001,51.42934036,1447729.05487611,6862.7526342937
367,E05000429,Stockwell, ,530309,176635,-0.12512,51.47367859,866766.618120795,5424.63938587288
368,E05000430,Streatham Hill, ,530431,173054,-0.12468,51.4414711,1270628.19232475,5395.30144038845
369,E05000431,Streatham South, ,530011,170368,-0.13169999,51.41741943,1698064.75076964,7178.78299970908
370,E05000432,Streatham Wells, ,530706,171771,-0.1212,51.42987061,1449792.256961,6534.42213479952
371,E05000433,Thornton, ,529594,173802,-0.13643999,51.44837952,1077580.81739042,4744.58699332607
372,E05000434,Thurlow Park, ,532082,173172,-0.10089,51.44213867,1514817.00139136,5718.81181179145
373,E05000435,Tulse Hill, ,531080,174027,-0.11499,51.4500618,1031948.22001547,5832.12027531556
374,E05000436,Vassall, ,531379,176885,-0.10963,51.4756813,1129710.91217715,4476.50221248143
375,E05000437,Bellingham, ,537448,172042,-0.02417,51.43070984,3084708.5099749,10310.6401123874
376,E05000438,Blackheath, ,538957,175950,-0.00095,51.46546173,2318189.61517577,8857.84776030221
377,E05000439,Brockley, ,537011,176314,-0.0288,51.46921158,1681821.00164184,5992.74773756477
378,E05000440,Catford South, ,538608,172997,-0.00712,51.43901062,1866543.22815901,6664.92888644714
379,E05000441,Crofton Park, ,536395,174248,-0.03846,51.45079041,1719633.43340912,6753.34736090586
380,E05000442,Downham, ,539005,171303,-0.00208,51.4236908,2381810.99507124,9056.44477341522
381,E05000443,Evelyn, ,536526,178155,-0.03507,51.48587036,1622342.68810543,6603.47411922369
382,E05000444,Forest Hill, ,534978,173025,-0.05931,51.44013977,1827835.76118027,6992.37965390058
383,E05000445,Grove Park, ,540665,172592,0.022289,51.43487167,2392918.40002298,10236.0178536052
384,E05000446,Ladywell, ,537158,175193,-0.02712,51.45909882,1605988.77111946,6428.72164214861
385,E05000447,Lee Green, ,539528,174471,0.006682,51.45203018,1798438.55409904,6762.15026842918
386,E05000448,Lewisham Central, ,538501,174552,-0.00805,51.45301056,2062019.83131666,9829.9989761308
387,E05000449,New Cross, ,535887,177612,-0.04447,51.48114014,1797052.63174485,8322.91813272993
388,E05000450,Perry Vale, ,536103,172588,-0.0433,51.43593979,1684473.95639483,5525.76631929361
389,E05000451,Rushey Green, ,537714,173709,-0.0197,51.44562912,1785239.19067595,7671.49882419638
390,E05000452,Sydenham, ,535154,171698,-0.05728,51.42816925,1743708.27582288,7548.39753530826
391,E05000453,Telegraph Hill, ,535875,176219,-0.04518,51.46863174,1546325.29710715,6402.49076460099
392,E05000454,Whitefoot, ,539538,172643,0.006106,51.43560028,2230033.29921072,8678.29714148253
393,E05000455,Abbey, ,525861,169831,-0.19154,51.41352844,1393254.86537001,5368.24146333361
394,E05000456,Cannon Hill, ,524298,168461,-0.21449,51.40156174,2223420.92856988,6634.59001315082
